cycle,length(butterfly),nb_reproductions,nb_deaths_predation,nb_deaths_natural,nb_deaths_total,nb_black,nb_white,nb_gray,nb_BB,nb_WW,nb_BW,nb_allele_B,nb_allele_W
349,599,13,1,11,12,241,92,253,247,95,257,751,447
350,600,6,0,5,5,247,94,253,250,96,254,754,446
351,600,8,0,8,8,247,95,250,247,98,255,749,451
352,600,8,0,8,8,246,96,250,250,97,253,753,447
353,600,2,0,2,2,250,96,252,251,96,253,755,445
354,599,5,0,6,6,248,96,250,250,97,252,752,446
355,600,10,0,9,9,248,95,247,253,95,252,758,442
356,599,3,1,3,4,250,95,251,251,96,252,754,444
357,599,10,1,9,10,248,94,247,254,95,250,758,440
358,600,7,0,6,6,251,94,248,255,95,250,760,440
359,599,7,1,7,8,253,92,247,257,92,250,764,434
360,599,5,1,4,5,254,92,248,254,94,251,759,439
361,600,11,0,10,10,252,93,244,258,94,248,764,436
362,598,7,2,7,9,257,94,240,260,96,242,762,434
363,598,7,1,6,7,258,94,239,262,94,242,766,430
364,600,10,0,8,8,260,91,239,263,91,246,772,428
365,600,6,0,6,6,259,90,245,261,92,247,769,431
366,599,8,1,8,9,260,89,242,262,91,246,770,428
367,600,8,0,7,7,260,90,242,263,90,247,773,427
368,600,4,0,4,4,260,89,247,263,89,248,774,426
369,600,7,0,7,7,261,87,245,265,88,247,777,423
370,600,5,0,5,5,263,87,245,264,87,249,777,423
371,600,8,0,8,8,259,87,246,264,88,248,776,424
372,599,8,0,9,9,258,87,246,262,87,250,774,424
373,600,4,0,3,3,262,86,248,264,86,250,778,422
374,600,4,0,4,4,261,86,249,262,86,252,776,424
375,599,5,1,5,6,260,84,250,262,84,253,777,421
376,600,7,0,6,6,259,84,250,260,85,255,775,425
377,600,5,0,5,5,260,83,252,262,83,255,779,421
378,600,5,0,5,5,262,81,252,264,81,255,783,417
379,600,1,0,1,1,264,80,255,264,80,256,784,416
380,600,7,0,7,7,260,80,253,263,82,255,781,419
381,598,4,1,5,6,262,80,252,264,80,254,782,414
382,600,7,0,5,5,262,80,251,266,81,253,785,415
383,599,5,1,5,6,264,81,249,268,81,250,786,412
384,600,9,0,8,8,263,80,248,267,80,253,787,413
385,599,4,1,4,5,266,78,251,268,78,253,789,409
386,599,13,1,12,13,263,73,251,270,74,255,795,403
387,600,9,0,8,8,266,73,252,271,75,254,796,404
388,599,7,1,7,8,268,75,249,271,76,252,794,404
389,600,6,0,5,5,267,76,251,268,76,256,792,408
390,600,4,0,4,4,267,75,254,270,75,255,795,405
391,599,9,1,9,10,266,72,252,270,75,254,794,404
392,599,8,1,7,8,268,73,250,272,74,253,797,401
393,600,10,0,9,9,265,73,252,270,74,256,796,404
394,599,5,1,5,6,268,74,252,272,74,253,797,401
395,598,9,2,8,10,266,72,251,269,76,253,791,405
396,599,12,1,10,11,266,73,248,272,74,253,797,401
397,599,8,0,8,8,266,74,251,270,77,252,792,406
398,600,4,0,3,3,269,77,250,271,77,252,794,406
399,596,9,1,12,13,267,72,248,272,73,251,795,397
400,600,7,0,3,3,271,73,249,273,74,253,799,401
401,599,8,1,8,9,270,71,250,275,72,252,802,396
402,600,10,0,9,9,271,71,248,276,74,250,802,398
403,599,5,1,5,6,273,73,248,275,73,251,801,397
404,600,6,0,5,5,273,73,248,275,75,250,800,400
405,600,9,0,9,9,271,74,246,273,75,252,798,402
